Designator,Mid X,Mid Y,Layer,Rotation
IC2,34.40,27.67,Top,0.0
IC3, 9.40,27.67,Top,0.0
IC4,59.40,27.67,Top,0.0
R1, 4.50,52.00,Top,180.0
R2, 4.50, 4.00,Top,0.0
R5,29.50,52.00,Top,180.0
R6,29.50, 4.00,Top,0.0
R7,54.50,52.00,Top,180.0
R8,54.50, 4.00,Top,0.0
